epoch,train_loss,val_loss,val_accuracy
51,0.008257789125125274,0.07227622344787775,98.39786381842457
52,0.004974716467941282,0.08215295494238042,98.39786381842457
53,0.018124444507685654,0.06403684068896776,98.37116154873165
54,0.013397228581382077,0.07183191480269947,98.39786381842457
55,0.009796682834205256,0.07894703951969705,98.07743658210948
56,0.010602910017357815,0.07510017185514868,98.23765020026703
57,0.014408574836931615,0.08180298515442747,98.34445927903872
58,0.016694157500503095,0.0634445361165644,98.50467289719627
59,0.012140020309084369,0.06279437549109373,98.34445927903872
60,0.008581928216336819,0.06187778068945174,98.50467289719627
61,0.007700569504337174,0.06356734177211751,98.2109479305741
62,0.01069997118844061,0.06540953031500236,98.61148197596795
63,0.008385296865026152,0.06099051976223378,98.6648865153538
64,0.012325512917198763,0.06741067184421516,98.42456608811749
65,0.0053665219410425,0.059119947500324406,98.69158878504672
66,0.02027129849795765,0.06863211632101457,98.29105473965288
67,0.01154058221320218,0.06573813156463507,98.42456608811749
68,0.0051637278097790736,0.08736612676792424,98.29105473965288
69,0.010297910115170611,0.08651796213578533,98.2109479305741
70,0.014476608896625788,0.07437637301415896,98.18424566088117
71,0.010346905090499544,0.060235704422939115,98.69158878504672
72,0.0042038686080679505,0.061470859018594774,98.61148197596795
73,0.009886647956905486,0.0884666289596341,98.07743658210948
74,0.014765703250847778,0.06617889399067435,98.50467289719627
75,0.00661540833685777,0.059270376910601844,98.53137516688919
76,0.006047924342885908,0.05694415261398532,98.74499332443257
77,0.015507984440634101,0.0627117169060685,98.55807743658211
78,0.015331413997022912,0.08536160377979425,97.89052069425901
79,0.016529441230727717,0.05702816585727629,98.47797062750334
80,0.00574079969984852,0.0592019696214092,98.47797062750334
81,0.004151325063057443,0.06132079933783289,98.74499332443257
82,0.01675897458640618,0.07337085943164558,98.34445927903872
83,0.006941998775033108,0.061484194931218046,98.50467289719627
84,0.007071294746174996,0.06889300912450642,98.55807743658211
85,0.003221474408391994,0.07112953556292022,98.53137516688919
86,0.013366092003075123,0.06541124802246702,98.58477970627504
87,0.009635789660663818,0.07183760866671761,98.6648865153538
88,0.005255881900268741,0.06313102401106038,98.69158878504672
89,0.009676009674552845,0.07104537035358832,98.53137516688919
90,0.00849169035994359,0.06793899089940994,98.37116154873165
91,0.008082625182289783,0.07370441271186465,98.50467289719627
92,0.01029085222601123,0.0652723272914155,98.55807743658211
93,0.006869076236141352,0.07752138290818994,98.37116154873165
94,0.011243518280273675,0.0680524794727604,98.55807743658211
95,0.014959059066763683,0.07515817063353544,98.3177570093458
96,0.008631060096757128,0.07168667628448444,98.50467289719627
97,0.010233879544162935,0.06914332212249588,98.61148197596795
98,0.010861845211364077,0.08081939957858178,98.2109479305741
99,0.005764282518831295,0.07049075900577356,98.50467289719627
100,0.003584513476768612,0.08348578966183016,98.37116154873165
